,Experiment,Station,Depth_zone,Marine_pelagic_biomes _Longhurst_2007,Latitude_deg_N,Longitude_deg_E,Sampling_depth_m,Gene,Percentage_of_genome_equivalents
301,ERX555986,TARA_068,SRF,SATL,-31.0266,4.665,5,dmdA,25.25
76,ERX555986,TARA_068,SRF,SATL,-31.0266,4.665,5,recA_hits,1613.0
1427,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddD,0.7
527,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddK,0.77
1652,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddL,0.0
752,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddP,0.53
1202,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddQ,0.0
977,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddW,0.0
302,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dmdA,13.76
77,ERX555987,TARA_072,DCM,SATL,-8.7296,-17.9604,100,recA_hits,9072.0
1428,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddD,3.77
528,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddK,10.28
1653,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddL,0.0
753,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddP,2.05
1203,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddQ,0.38
978,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dddW,0.0
303,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,dmdA,33.67
78,ERX555988,TARA_094,SRF,SPSG,-32.7971,-87.0693,5,recA_hits,22947.0
1429,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddD,5.11
529,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddK,0.0
1654,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddL,0.0
754,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddP,7.13
1204,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddQ,0.0
979,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dddW,0.0
304,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,dmdA,24.32
79,ERX555989,TARA_064,MES,EAFR,-29.5046,37.9599,1000,recA_hits,1244.0
1430,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddD,2.02
530,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddK,0.0
1655,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddL,0.09
755,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddP,2.49
1205,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddQ,0.0
980,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dddW,0.0
305,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,dmdA,19.92
80,ERX555990,TARA_128,SRF,PEOD,0.0003,-153.6759,5,recA_hits,8724.0
1431,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddD,1.48
531,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddK,0.0
1656,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddL,1.32
756,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddP,2.17
1206,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddQ,0.0
981,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddW,0.0
306,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,dmdA,10.33
81,ERX555991,TARA_138,MES,PNEC,6.3559,-103.0598,450,recA_hits,2113.0
1432,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddD,0.81
532,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddK,0.0
1657,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddL,0.0
757,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddP,0.54
1207,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddQ,0.0
982,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dddW,0.15
307,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,dmdA,6.69
82,ERX555992,TARA_056,MES,EAFR,-15.3379,43.2948,1000,recA_hits,10608.0
1433,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddD,0.81
533,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddK,0.0
1658,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddL,0.0
758,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddP,1.72
1208,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddQ,0.0
983,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dddW,0.0
308,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,dmdA,20.86
83,ERX555993,TARA_112,MES,SPSG,-23.2232,-129.5986,696,recA_hits,4929.0
1434,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddD,0.0
534,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddK,0.0
1659,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddL,0.0
759,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddP,0.0
1209,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddQ,0.0
984,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddW,0.0
309,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dmdA,23.2
84,ERX555995,TARA_076,SRF,SATL,-20.9354,-35.1803,5,recA_hits,347.0
1435,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddD,1.26
535,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddK,0.0
1660,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddL,0.0
760,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddP,0.0
1210,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddQ,0.0
985,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddW,0.0
310,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dmdA,14.41
85,ERX555996,TARA_065,DCM,EAFR,-35.2421,26.3048,30,recA_hits,848.0
1436,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddD,3.74
536,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddK,41.0
1661,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddL,0.0
761,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddP,0.57
1211,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddQ,0.0
986,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dddW,0.0
311,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,dmdA,9.11
86,ERX555997,TARA_085,DCM,ANTA,-62.2231,-49.2139,90,recA_hits,7375.0
1437,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddD,8.98
537,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddK,17.91
1662,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddL,0.0
762,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddP,14.35
1212,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddQ,0.0
987,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dddW,0.0
312,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,dmdA,31.54
87,ERX555998,TARA_082,DCM,FKLD,-47.2007,-57.9446,40,recA_hits,1688.0
1438,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddD,2.32
538,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddK,2.29
1663,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddL,0.0
763,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddP,1.53
1213,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddQ,0.0
988,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dddW,0.0
313,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,dmdA,24.08
88,ERX555999,TARA_076,SRF,SATL,-20.9354,-35.1803,5,recA_hits,4720.0
1439,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddD,1.3
539,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddK,0.0
1664,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddL,0.0
764,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddP,4.15
1214,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddQ,0.0
989,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dddW,0.0
314,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,dmdA,14.16
89,ERX556000,TARA_152,MES,NAST-E,43.7182,-16.8714,800,recA_hits,6676.0
1440,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddD,1.58
540,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddK,11.39
1665,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddL,0.0
765,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddP,0.8
1215,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddQ,0.0
990,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddW,0.0
315,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dmdA,5.81
90,ERX556001,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,recA_hits,5972.0
1441,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddD,1.25
541,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddK,0.0
1666,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddL,0.0
766,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddP,0.0
1216,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddQ,0.0
991,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dddW,0.0
316,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,dmdA,21.79
91,ERX556002,TARA_018,SRF,MEDI,35.759,14.2574,5,recA_hits,1642.0
1442,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddD,2.02
542,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddK,1.09
1667,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddL,0.17
767,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddP,1.5
1217,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddQ,0.0
992,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dddW,0.0
317,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,dmdA,15.17
92,ERX556003,TARA_149,SRF,NAST-W,34.1132,-49.9181,5,recA_hits,8663.0
1443,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddD,5.64
543,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddK,5.16
1668,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddL,0.0
768,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddP,0.0
1218,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddQ,0.0
993,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddW,0.0
318,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,dmdA,12.45
93,ERX556004,TARA_066,SRF,BENG,-34.9449,17.9189,5,recA_hits,1098.0
1444,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddD,1.35
544,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddK,10.37
1669,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddL,0.0
769,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddP,1.31
1219,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddQ,0.0
994,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dddW,0.0
319,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,dmdA,5.2
94,ERX556005,TARA_102,DCM,PEOD,-5.2669,-85.2732,40,recA_hits,12057.0
1445,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddD,1.37
545,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddK,3.12
1670,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddL,0.0
770,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddP,0.74
1220,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddQ,0.0
995,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dddW,0.0
320,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,dmdA,7.65
95,ERX556006,TARA_038,SRF,MONS,19.0393,64.4913,5,recA_hits,6740.0
1446,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddD,3.6
546,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddK,1.86
1671,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddL,0.0
771,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddP,3.71
1221,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddQ,2.04
996,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddW,0.0
321,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dmdA,37.23
96,ERX556007,TARA_109,DCM,CHIL,2.0299,-84.5546,30,recA_hits,5522.0
1447,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddD,2.6
547,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddK,0.0
1672,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddL,0.86
772,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddP,3.06
1222,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddQ,1.12
997,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dddW,0.0
322,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,dmdA,12.76
97,ERX556008,TARA_110,MES,SPSG,-1.8902,-84.6141,380,recA_hits,10228.0
1448,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddD,1.89
548,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddK,0.63
1673,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddL,0.76
773,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddP,1.47
1223,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddQ,0.0
998,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dddW,0.0
323,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,dmdA,16.96
98,ERX556009,TARA_072,SRF,SATL,-8.7789,-17.9099,5,recA_hits,9018.0
1449,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddD,2.26
549,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddK,0.0
1674,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddL,0.0
774,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddP,6.13
1224,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddQ,0.0
999,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dddW,0.0
324,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,dmdA,9.78
99,ERX556010,TARA_109,MES,CHIL,2.0649,-84.5546,380,recA_hits,1150.0
1450,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddD,6.46
550,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddK,0.0
1675,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddL,0.0
775,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddP,3.99
1225,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddQ,0.0
1000,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dddW,0.0
325,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,dmdA,25.02
100,ERX556011,TARA_068,MES,SATL,-31.0198,4.6685,700,recA_hits,535.0
1451,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddD,1.06
551,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddK,0.0
1676,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddL,0.1
776,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddP,1.15
1226,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddQ,0.0
1001,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddW,0.0
326,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dmdA,32.99
101,ERX556012,TARA_064,SRF,EAFR,-29.5019,37.9889,5,recA_hits,2131.0
1452,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddD,0.0
552,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddK,0.0
1677,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddL,0.0
777,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddP,2.21
1227,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddQ,0.0
1002,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dddW,0.0
327,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,dmdA,12.85
102,ERX556013,TARA_122,MES,SPSG,-8.9729,-139.2393,600,recA_hits,1328.0
1453,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddD,0.32
553,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddK,0.0
1678,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddL,0.0
778,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddP,0.0
1228,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddQ,0.0
1003,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dddW,0.0
328,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,dmdA,7.67
103,ERX556014,TARA_052,SRF,ISSG,-16.957,53.9801,5,recA_hits,2516.0
1454,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddD,2.74
554,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddK,0.0
1679,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddL,0.0
779,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddP,3.38
1229,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddQ,0.0
1004,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dddW,0.0
329,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,dmdA,17.57
104,ERX556015,TARA_039,DCM,MONS,18.5839,66.4727,25,recA_hits,13195.0
1455,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddD,0.0
555,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddK,0.0
1680,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddL,0.0
780,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddP,1.7
1230,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddQ,0.0
1005,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddW,0.0
330,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,dmdA,9.2
105,ERX556016,TARA_070,MES,SATL,-20.4075,-3.1641,800,recA_hits,6927.0
1456,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddD,1.02
556,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddK,0.91
1681,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddL,0.0
781,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddP,0.1
1231,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddQ,0.0
1006,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dddW,0.0
331,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,dmdA,7.95
106,ERX556017,TARA_132,DCM,NPST,31.5168,-159.046,115,recA_hits,23485.0
1457,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddD,0.36
557,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddK,0.0
1682,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddL,0.29
782,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddP,0.41
1232,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddQ,0.0
1007,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dddW,0.0
332,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,dmdA,0.78
107,ERX556018,TARA_031,SRF,REDS,27.16,34.835,5,recA_hits,2118.0
1458,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddD,2.59
558,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddK,3.63
1683,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddL,0.0
783,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddP,1.53
1233,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddQ,0.0
1008,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dddW,0.0
333,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,dmdA,14.27
108,ERX556019,TARA_036,DCM,ARAB,20.8222,63.5133,17,recA_hits,19017.0
1459,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddD,0.0
559,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddK,0.0
1684,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddL,0.0
784,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddP,0.0
1234,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddQ,0.0
1009,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dddW,0.0
334,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,dmdA,1.9
109,ERX556020,TARA_070,MES,SATL,-20.4075,-3.1641,800,recA_hits,765.0
1460,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddD,4.2
560,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddK,0.0
1685,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddL,0.0
785,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddP,5.05
1235,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddQ,0.0
1010,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dddW,0.0
335,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,dmdA,16.12
110,ERX556021,TARA_039,MES,MONS,18.7341,66.3896,270,recA_hits,8502.0
1461,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddD,0.54
561,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddK,0.11
1686,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddL,0.14
786,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddP,1.04
1236,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddQ,0.0
1011,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dddW,0.0
336,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,dmdA,8.31
111,ERX556022,TARA_032,SRF,REDS,23.36,37.2183,5,recA_hits,12502.0
1462,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddD,1.03
562,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddK,0.0
1687,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddL,0.0
787,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddP,2.38
1237,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddQ,0.0
1012,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddW,0.0
337,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dmdA,23.84
112,ERX556023,TARA_065,DCM,EAFR,-35.2421,26.3048,30,recA_hits,6115.0
1463,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddD,1.19
563,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddK,3.92
1688,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddL,0.0
788,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddP,0.0
1238,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddQ,0.0
1013,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dddW,0.0
338,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,dmdA,10.68
113,ERX556024,TARA_004,SRF,NAST-E,36.5533,-6.5669,5,recA_hits,1653.0
1464,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddD,0.86
564,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddK,0.0
1689,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddL,0.0
789,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddP,0.68
1239,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddQ,0.0
1014,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dddW,0.0
339,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,dmdA,12.28
114,ERX556025,TARA_034,DCM,REDS,18.4417,39.8567,60,recA_hits,11522.0
1465,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddD,2.21
565,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddK,2.39
1690,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddL,0.0
790,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddP,1.61
1240,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddQ,0.0
1015,ERX556026,TARA_109,DCM,CHIL,2.0299,-84.5546,30,dddW,0.0
