,Experiment,Station,Depth_zone,Marine_pelagic_biomes _Longhurst_2007,Latitude_deg_N,Longitude_deg_E,Sampling_depth_m,Gene,Percentage_of_genome_equivalents
1729,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddL,0.24
829,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddP,0.0
1279,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddQ,0.0
1054,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dddW,0.0
379,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,dmdA,1.44
154,ERX556066,TARA_032,SRF,REDS,23.36,37.2183,5,recA_hits,2155.0
1505,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddD,2.31
605,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddK,9.72
1730,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddL,0.0
830,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddP,0.66
1280,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddQ,0.0
1055,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dddW,0.0
380,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,dmdA,15.65
155,ERX556067,TARA_004,DCM,NAST-E,36.5533,-6.5669,40,recA_hits,1444.0
1506,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddD,1.52
606,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddK,0.0
1731,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddL,0.0
831,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddP,4.19
1281,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddQ,0.0
1056,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dddW,0.0
381,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,dmdA,28.06
156,ERX556068,TARA_058,DCM,EAFR,-17.2855,42.2866,66,recA_hits,7531.0
1507,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddD,0.69
607,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddK,0.0
1732,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddL,0.0
832,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddP,5.43
1282,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddQ,0.0
1057,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dddW,0.0
382,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,dmdA,4.66
157,ERX556069,TARA_037,MES,ARAB,20.8457,63.5851,600,recA_hits,1602.0
1508,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddD,4.32
608,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddK,0.0
1733,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddL,0.0
833,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddP,4.26
1283,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddQ,0.0
1058,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dddW,0.0
383,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,dmdA,22.52
158,ERX556070,TARA_111,MES,SPSG,-16.9486,-100.6715,350,recA_hits,8974.0
1509,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddD,2.37
609,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddK,7.26
1734,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddL,0.0
834,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddP,0.0
1284,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddQ,0.0
1059,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dddW,0.0
384,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,dmdA,16.68
159,ERX556071,TARA_068,SRF,SATL,-31.0266,4.665,5,recA_hits,1674.0
1510,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddD,1.0
610,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddK,0.0
1735,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddL,0.0
835,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddP,3.15
1285,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddQ,3.02
1060,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dddW,0.0
385,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,dmdA,26.83
160,ERX556072,TARA_065,DCM,EAFR,-35.2421,26.3048,30,recA_hits,2212.0
1511,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddD,1.0
611,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddK,1.17
1736,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddL,0.0
836,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddP,0.34
1286,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddQ,0.0
1061,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dddW,0.0
386,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,dmdA,8.8
161,ERX556073,TARA_036,SRF,ARAB,20.8183,63.5047,5,recA_hits,6250.0
1512,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddD,2.93
612,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddK,0.0
1737,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddL,0.0
837,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddP,0.0
1287,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddQ,0.0
1062,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddW,0.0
387,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dmdA,29.51
162,ERX556074,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,recA_hits,3434.0
1513,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddD,2.3
613,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddK,0.0
1738,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddL,0.0
838,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddP,0.5
1288,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddQ,0.0
1063,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddW,0.0
388,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dmdA,12.56
163,ERX556075,TARA_078,DCM,SATL,-30.1484,-43.2705,120,recA_hits,8232.0
1514,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddD,1.69
614,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddK,0.0
1739,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddL,0.0
839,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddP,2.6
1289,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddQ,0.0
1064,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dddW,0.0
389,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,dmdA,35.53
164,ERX556076,TARA_124,SRF,SPSG,-9.1504,-140.5216,5,recA_hits,2683.0
1515,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddD,4.88
615,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddK,0.0
1740,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddL,0.0
840,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddP,5.45
1290,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddQ,0.0
1065,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dddW,0.25
390,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,dmdA,19.57
165,ERX556078,TARA_038,MES,MONS,19.0351,64.5638,340,recA_hits,7392.0
1516,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddD,1.11
616,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddK,0.0
1741,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddL,1.11
841,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddP,0.89
1291,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddQ,0.0
1066,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dddW,0.0
391,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,dmdA,21.84
166,ERX556079,TARA_072,DCM,SATL,-8.7296,-17.9604,100,recA_hits,1505.0
1517,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddD,1.69
617,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddK,0.0
1742,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddL,0.0
842,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddP,1.03
1292,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddQ,0.0
1067,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dddW,0.0
392,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,dmdA,13.33
167,ERX556080,TARA_032,SRF,REDS,23.36,37.2183,5,recA_hits,3622.0
1518,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddD,5.19
618,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddK,0.0
1743,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddL,0.0
843,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddP,2.95
1293,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddQ,0.0
1068,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dddW,0.0
393,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,dmdA,14.99
168,ERX556081,TARA_100,DCM,SPSG,-12.9794,-96.0232,177,recA_hits,2898.0
1519,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddD,8.97
619,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddK,47.04
1744,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddL,0.0
844,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddP,3.86
1294,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddQ,0.0
1069,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dddW,1.19
394,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,dmdA,39.57
169,ERX556082,TARA_025,SRF,MEDI,39.3888,19.3905,5,recA_hits,1762.0
1520,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddD,0.73
620,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddK,0.0
1745,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddL,0.0
845,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddP,8.0
1295,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddQ,0.0
1070,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dddW,0.27
395,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,dmdA,12.8
170,ERX556083,TARA_149,MES,NAST-W,34.0771,-49.8233,740,recA_hits,6114.0
1521,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddD,4.8
621,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddK,26.63
1746,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddL,0.0
846,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddP,3.92
1296,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddQ,0.0
1071,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dddW,0.0
396,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,dmdA,18.52
171,ERX556084,TARA_067,SRF,BENG,-32.2401,17.7103,5,recA_hits,2241.0
1522,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddD,0.0
622,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddK,0.0
1747,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddL,0.0
847,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddP,0.0
1297,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddQ,0.0
1072,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dddW,0.0
397,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,dmdA,11.94
172,ERX556085,TARA_078,DCM,SATL,-30.1484,-43.2705,120,recA_hits,650.0
1523,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddD,2.86
623,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddK,0.0
1748,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddL,0.0
848,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddP,3.2
1298,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddQ,0.0
1073,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dddW,0.0
398,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,dmdA,26.85
173,ERX556086,TARA_109,SRF,CHIL,1.9928,-84.5766,5,recA_hits,1730.0
1524,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddD,0.0
624,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddK,0.0
1749,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddL,0.0
849,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddP,0.63
1299,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddQ,0.0
1074,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dddW,0.0
399,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,dmdA,11.85
174,ERX556087,TARA_064,DCM,EAFR,-29.5333,37.9117,65,recA_hits,1637.0
1525,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddD,2.38
625,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddK,0.0
1750,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddL,0.0
850,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddP,0.58
1300,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddQ,0.0
1075,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dddW,0.0
400,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,dmdA,14.83
175,ERX556088,TARA_078,SRF,SATL,-30.1367,-43.2899,5,recA_hits,9229.0
1526,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddD,2.21
626,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddK,0.0
1751,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddL,0.0
851,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddP,8.25
1301,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddQ,0.0
1076,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddW,0.0
401,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,dmdA,16.55
176,ERX556090,TARA_078,MES,SATL,-30.1471,-43.2915,800,recA_hits,7479.0
1527,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddD,1.34
627,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddK,0.0
1752,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddL,0.26
852,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddP,1.21
1302,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddQ,0.0
1077,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dddW,0.0
402,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,dmdA,25.76
177,ERX556091,TARA_065,SRF,EAFR,-35.1728,26.2868,5,recA_hits,4838.0
1528,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddD,6.91
628,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddK,0.0
1753,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddL,0.0
853,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddP,4.06
1303,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddQ,3.74
1078,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dddW,0.0
403,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,dmdA,30.53
178,ERX556092,TARA_100,SRF,SPSG,-13.0023,-95.9759,5,recA_hits,1366.0
1529,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddD,2.95
629,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddK,5.31
1754,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddL,0.0
854,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddP,0.6
1304,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddQ,0.27
1079,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dddW,0.0
404,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,dmdA,26.49
179,ERX556094,TARA_132,SRF,NPST,31.5213,-158.9958,5,recA_hits,10268.0
1530,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddD,3.44
630,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddK,0.0
1755,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddL,0.0
855,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddP,8.49
1305,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddQ,0.0
1080,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dddW,0.0
405,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,dmdA,15.02
180,ERX556095,TARA_078,MES,SATL,-30.1471,-43.2915,800,recA_hits,820.0
1531,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddD,4.53
631,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddK,0.0
1756,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddL,0.0
856,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddP,2.65
1306,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddQ,0.0
1081,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dddW,0.0
406,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,dmdA,46.21
181,ERX556096,TARA_064,SRF,EAFR,-29.5019,37.9889,5,recA_hits,1404.0
1532,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddD,3.33
632,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddK,0.0
1757,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddL,0.0
857,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddP,7.34
1307,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddQ,0.0
1082,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddW,0.0
407,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dmdA,16.77
182,ERX556097,TARA_137,DCM,PNEC,14.2075,-116.6468,40,recA_hits,3331.0
1533,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddD,1.13
633,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddK,0.0
1758,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddL,0.0
858,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddP,1.17
1308,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddQ,0.29
1083,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dddW,0.0
408,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,dmdA,8.86
183,ERX556098,TARA_042,DCM,MONS,5.9998,73.9067,80,recA_hits,24127.0
1534,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddD,1.89
634,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddK,0.0
1759,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddL,0.0
859,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddP,3.02
1309,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddQ,0.0
1084,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dddW,0.0
409,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,dmdA,8.82
184,ERX556099,TARA_138,MES,PNEC,6.3559,-103.0598,450,recA_hits,2231.0
1535,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddD,4.65
635,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddK,0.0
1760,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddL,0.0
860,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddP,5.11
1310,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddQ,0.0
1085,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dddW,0.0
410,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,dmdA,17.5
185,ERX556100,TARA_039,MES,MONS,18.7341,66.3896,270,recA_hits,2976.0
1536,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddD,2.0
636,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddK,13.88
1761,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddL,0.0
861,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddP,1.02
1311,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddQ,0.66
1086,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dddW,0.0
411,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,dmdA,17.4
186,ERX556101,TARA_145,SRF,GFST,39.2305,-70.0377,5,recA_hits,8756.0
1537,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddD,1.11
637,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddK,0.0
1762,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddL,0.18
862,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddP,1.26
1312,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddQ,0.0
1087,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dddW,0.0
412,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,dmdA,14.23
187,ERX556102,TARA_137,MES,PNEC,14.2025,-116.6433,375,recA_hits,3087.0
1538,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddD,1.8
638,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddK,0.0
1763,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddL,0.0
863,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddP,2.27
1313,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddQ,0.0
1088,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dddW,0.0
413,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,dmdA,23.59
188,ERX556103,TARA_142,DCM,CARB,25.6168,-88.4532,125,recA_hits,11112.0
1539,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddD,1.68
639,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddK,0.0
1764,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddL,0.0
864,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddP,2.27
1314,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddQ,0.0
1089,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dddW,0.0
414,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,dmdA,24.18
189,ERX556104,TARA_137,DCM,PNEC,14.2075,-116.6468,40,recA_hits,2795.0
1540,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddD,4.64
640,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddK,0.0
1765,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddL,0.1
865,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddP,5.23
1315,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddQ,0.65
1090,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dddW,0.0
415,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,dmdA,55.92
190,ERX556105,TARA_045,SRF,MONS,0.0033,71.6428,5,recA_hits,6256.0
1541,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddD,2.33
641,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddK,0.0
1766,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddL,0.35
866,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddP,0.96
1316,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddQ,0.0
1091,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dddW,0.0
416,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,dmdA,28.54
191,ERX556106,TARA_138,SRF,PNEC,6.3332,-102.9432,5,recA_hits,10164.0
1542,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddD,2.96
642,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddK,0.0
1767,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddL,0.0
867,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddP,0.76
1317,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddQ,0.0
1092,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dddW,0.0
417,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,dmdA,31.73
192,ERX556107,TARA_066,SRF,BENG,-34.9449,17.9189,5,recA_hits,1140.0
1543,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddD,0.23
643,ERX556108,TARA_148b,MES,NAST-W,34.1504,-56.9684,250,dddK,0.0
